"id","school_id","studytour_content","create_by","create_date","update_by","update_date","remarks","del_flag"
"b3485653ad444b2db03f807f17b9e9d3","a0dfa286af624e32b571095f21743d69","2016.2新西兰8人；2017.2新西兰20人；2018.2新西兰11人","f6cfbc34972843baa12fc15389374404","2018-03-30 06:58:59","f6cfbc34972843baa12fc15389374404","2018-03-30 06:58:59",NULL,"0"
"b5316fdb381445788511d893c20d39fd","74e9472264fe4e6b9cd96e57d861d74f","2015.7新西兰17人；2017.2新西兰20人","f6cfbc34972843baa12fc15389374404","2018-03-29 18:04:22","f6cfbc34972843baa12fc15389374404","2018-03-29 18:04:22",NULL,"0"
"b65c12c88f3d4ac3b8fc81df0437a15f","d0bdb3c0af2940f681197632dce32cef","2018.2新西兰48人（分两批走）","f6cfbc34972843baa12fc15389374404","2018-03-29 16:56:23","f6cfbc34972843baa12fc15389374404","2018-03-29 16:56:23",NULL,"0"
"bb5c8207bcdb471db1a3d2d94a922812","8d21c68ac96d4b149cae6fdcd3c03d73","2015.7新西兰17人；2016.7新西兰26人		
","f6cfbc34972843baa12fc15389374404","2018-03-29 17:18:50","f6cfbc34972843baa12fc15389374404","2018-03-29 17:18:50",NULL,"0"
"bb9d66145b8141bd96860563ba817fee","3a047240dd58431a92deefe7474d7c66","2017.7新西兰7人","f6cfbc34972843baa12fc15389374404","2018-03-29 16:50:38","f6cfbc34972843baa12fc15389374404","2018-03-29 16:50:38",NULL,"0"
"bd9b916e1c8b4cf3b289c84203a09cba","11cfca1a2f644911b07353b340a3f0a2","2015.2新西兰15人；2017.2新西兰10人","f6cfbc34972843baa12fc15389374404","2018-03-29 18:01:24","f6cfbc34972843baa12fc15389374404","2018-03-29 18:01:24",NULL,"0"
"c59e5a25763b4533a2ddfceb58dc320b","01179fa03e424009ac1fc5e02b8de683","2017.2新西兰4人；2018.2新西兰3人
","f6cfbc34972843baa12fc15389374404","2018-03-28 17:46:17","f6cfbc34972843baa12fc15389374404","2018-03-28 17:48:55",NULL,"1"
"c7316274b3e44b2dbb06b309e3c3faf6","822b10fb2fba4f2690323b67874ff7b5","2015.7新西兰10人
","f6cfbc34972843baa12fc15389374404","2018-03-29 09:09:37","f6cfbc34972843baa12fc15389374404","2018-03-29 09:09:37",NULL,"0"
"cdd27996aa884aee87af68022ca4a69d","c0cf31da4a4d411788a847b8cadb65ba","Auckland normal intermediate school奥克兰师范中学（17年峰会项目签约学校）","f6cfbc34972843baa12fc15389374404","2018-03-29 18:25:47","f6cfbc34972843baa12fc15389374404","2018-03-29 18:25:47",NULL,"0"
"d026251fb585407fb4f39bb08bdd9a8b","770ba8e5541b421bae0bed5f289453ad","2016.7新西兰20人；2017.7新西兰15人	","f6cfbc34972843baa12fc15389374404","2018-03-29 18:47:38","f6cfbc34972843baa12fc15389374404","2018-04-11 12:42:57",NULL,"0"
"d604789d1fe54d89a23e84a819e3a895","47ea0878dcfb4f208ed8b2f0eb60165f","2017.2新西兰31人；2018.2新西兰33人			","f6cfbc34972843baa12fc15389374404","2018-03-29 18:38:10","f6cfbc34972843baa12fc15389374404","2018-03-29 18:38:10",NULL,"0"
"d614ed1dca1940a19283ffbfe4dfa28e","d829bcf7837443888e27f60fbc297561","2015.2新西兰9人","f6cfbc34972843baa12fc15389374404","2018-05-10 10:59:25","f6cfbc34972843baa12fc15389374404","2018-05-10 10:59:25",NULL,"0"
"da5e1537a8fd44bfac1090720c33a015","29a102d4907843c1a07f8dd20d8a9800","2016.2新西兰21人；2017.7澳大利亚38人
","f6cfbc34972843baa12fc15389374404","2018-03-29 15:22:09","03373ef3d26e4a6cb6f8a6b4fb5f1314","2018-05-02 20:15:16",NULL,"0"
"e028d8772abe47e8b5b1ef227b282856","f17882a917d44a2195382ab23446bb61","2017.2新西兰41人；2018.2新西兰19人","cda9117ed9e54883a7b920fc2c1e2cb2","2018-03-30 08:32:17","cda9117ed9e54883a7b920fc2c1e2cb2","2018-03-30 08:32:17",NULL,"0"
"e10fe41dc3d14bb890cddc6ead3a6257","01179fa03e424009ac1fc5e02b8de683","2017.2新西兰4人；2018.2新西兰3人
","f6cfbc34972843baa12fc15389374404","2018-03-29 15:28:41","f6cfbc34972843baa12fc15389374404","2018-03-29 15:28:41",NULL,"0"
"e4ff4e2d83be401a9d5af6769f7fbb49","8306605064ba49db85067c2e963db739","2015.2新西兰9人","f6cfbc34972843baa12fc15389374404","2018-03-30 06:49:50","f6cfbc34972843baa12fc15389374404","2018-03-30 06:49:50",NULL,"0"
"e517b9ec1fd5498781636a719dea2daf","c1eb1d43b7a94de49d498436640f701c","","f6cfbc34972843baa12fc15389374404","2018-03-28 16:42:48","f6cfbc34972843baa12fc15389374404","2018-03-28 17:43:37",NULL,"1"
"e71f6183e6db4937b06b654caa892378","c9c8400340cb45bbb52e57a732bf2a3a","2017.7新西兰31人","f6cfbc34972843baa12fc15389374404","2018-03-29 16:09:44","f6cfbc34972843baa12fc15389374404","2018-03-29 16:09:44",NULL,"0"
"e7ac8936965e4ffbb0fe04c601da6f20","0157b98b2dea4459a48e0178fcc0dc08","2017.2新西兰12人；2018.2英国14人","f6cfbc34972843baa12fc15389374404","2018-03-29 17:45:39","f6cfbc34972843baa12fc15389374404","2018-03-29 17:45:39",NULL,"0"
"e7d4a78751e844e8a9f693da3b9b20ff","13dcb645efcc497580298fb8b37f4644","2014.7新西兰5人；2015.2新西兰32人；2017.7新西兰29人","f6cfbc34972843baa12fc15389374404","2018-03-29 17:31:34","f6cfbc34972843baa12fc15389374404","2018-03-29 17:31:34",NULL,"0"
"e8101c02a76e4d619e0803a54cf3c5cd","5b10b54e21044d90858fa1f045df508f","2016.7新西兰32人","f6cfbc34972843baa12fc15389374404","2018-03-29 20:19:49","f6cfbc34972843baa12fc15389374404","2018-03-29 20:19:49",NULL,"0"
"e856e5e0dd2442aab0303f974c5bba5c","7183e3b195284905a87c7559852dceeb","2015.7新西兰10人","f6cfbc34972843baa12fc15389374404","2018-03-29 19:48:39","f6cfbc34972843baa12fc15389374404","2018-03-29 19:48:39",NULL,"0"
"f42ad5142986462989310f4495c5170f","e5fcd58b10684531a9468fc656d74fdc","2015.2新西兰9人","f6cfbc34972843baa12fc15389374404","2018-03-29 17:29:25","f6cfbc34972843baa12fc15389374404","2018-03-29 17:29:25",NULL,"0"
